id_bagagem,id_bilhete,tag_bagagem,tipo,peso_kg,criado_em,atualizado_em
20,507,32-53897,DESPACHADA,19.306914212421972,2025-11-25 22:51:36.531966,2025-11-25 22:51:36.531966
21,13177,82-19546,DESPACHADA,14.463504665157217,2025-11-25 22:51:36.531974,2025-11-25 22:51:36.531974
22,10215,93-09722,MAO,18.09724756424007,2025-11-25 22:51:36.531982,2025-11-25 22:51:36.531982
23,8350,56-02251,DESPACHADA,18.88919529668207,2025-11-25 22:51:36.531990,2025-11-25 22:51:36.531990
24,8776,00-07115,MAO,12.721272905899148,2025-11-25 22:51:36.531998,2025-11-25 22:51:36.531998
25,12806,45-07261,DESPACHADA,9.884556982411823,2025-11-25 22:51:36.532006,2025-11-25 22:51:36.532006
26,24447,71-52202,DESPACHADA,6.028513265784704,2025-11-25 22:51:36.532014,2025-11-25 22:51:36.532014
27,21873,57-74169,MAO,15.812078919785801,2025-11-25 22:51:36.532022,2025-11-25 22:51:36.532022
28,621,67-60133,MAO,14.657299814353893,2025-11-25 22:51:36.532031,2025-11-25 22:51:36.532031
29,26666,96-31218,MAO,7.4462057074963734,2025-11-25 22:51:36.532039,2025-11-25 22:51:36.532039
30,19323,38-45758,DESPACHADA,20.063597915834514,2025-11-25 22:51:36.532047,2025-11-25 22:51:36.532047
31,19285,88-43992,MAO,14.843778984891843,2025-11-25 22:51:36.532055,2025-11-25 22:51:36.532055
32,6519,51-34450,DESPACHADA,8.331611560492732,2025-11-25 22:51:36.532063,2025-11-25 22:51:36.532063
33,1569,17-80800,MAO,19.152512334551407,2025-11-25 22:51:36.532071,2025-11-25 22:51:36.532071
34,948,38-34734,MAO,15.264999415544816,2025-11-25 22:51:36.532080,2025-11-25 22:51:36.532080
35,21840,41-80341,MAO,21.869956338020845,2025-11-25 22:51:36.532088,2025-11-25 22:51:36.532088
36,24071,44-30395,DESPACHADA,14.350144755811788,2025-11-25 22:51:36.532096,2025-11-25 22:51:36.532096
37,906,45-67961,MAO,22.30430856118329,2025-11-25 22:51:36.532104,2025-11-25 22:51:36.532104
38,23818,06-68522,DESPACHADA,21.092921447776238,2025-11-25 22:51:36.532111,2025-11-25 22:51:36.532111
39,5711,56-29377,MAO,5.064154868727348,2025-11-25 22:51:36.532119,2025-11-25 22:51:36.532119
40,2901,66-46870,MAO,8.967632029200978,2025-11-25 22:51:36.532129,2025-11-25 22:51:36.532129
41,15364,69-79962,MAO,17.213276525437465,2025-11-25 22:51:36.532136,2025-11-25 22:51:36.532136
42,15201,71-93698,MAO,16.613935229147636,2025-11-25 22:51:36.532145,2025-11-25 22:51:36.532145
43,16909,03-31618,DESPACHADA,21.46145863301855,2025-11-25 22:51:36.532153,2025-11-25 22:51:36.532153
44,1268,64-13711,DESPACHADA,8.230873880990744,2025-11-25 22:51:36.532161,2025-11-25 22:51:36.532161
45,6202,89-75732,DESPACHADA,7.0892497242073995,2025-11-25 22:51:36.532168,2025-11-25 22:51:36.532168
46,7901,27-03866,MAO,15.765637371849225,2025-11-25 22:51:36.532176,2025-11-25 22:51:36.532176
47,16285,38-93667,DESPACHADA,13.643697372667388,2025-11-25 22:51:36.532184,2025-11-25 22:51:36.532184
48,13097,35-18696,DESPACHADA,15.125601310309827,2025-11-25 22:51:36.532192,2025-11-25 22:51:36.532192
49,7727,26-65026,MAO,5.663909203129055,2025-11-25 22:51:36.532199,2025-11-25 22:51:36.532199
50,26339,07-10908,MAO,12.751175265887959,2025-11-25 22:51:36.532207,2025-11-25 22:51:36.532207
51,17591,78-40729,MAO,13.96981912926179,2025-11-25 22:51:36.532215,2025-11-25 22:51:36.532215
52,18728,90-24654,DESPACHADA,8.207363361447186,2025-11-25 22:51:36.532222,2025-11-25 22:51:36.532222
53,19340,23-17236,MAO,15.287641677988452,2025-11-25 22:51:36.532230,2025-11-25 22:51:36.532230
54,15126,34-64580,DESPACHADA,21.276475075112547,2025-11-25 22:51:36.532238,2025-11-25 22:51:36.532238
55,602,92-89275,MAO,10.09013327415782,2025-11-25 22:51:36.532246,2025-11-25 22:51:36.532246
56,25030,43-38701,MAO,19.095949596339977,2025-11-25 22:51:36.532253,2025-11-25 22:51:36.532253
57,17767,70-58876,MAO,16.23924762850693,2025-11-25 22:51:36.532261,2025-11-25 22:51:36.532261
58,10702,93-08952,MAO,14.615266235584954,2025-11-25 22:51:36.532269,2025-11-25 22:51:36.532269
59,10031,66-49912,DESPACHADA,16.61910690480517,2025-11-25 22:51:36.532276,2025-11-25 22:51:36.532276
60,25484,56-79621,MAO,6.943431383144217,2025-11-25 22:51:36.532284,2025-11-25 22:51:36.532284
61,16180,95-05536,MAO,19.669280967306126,2025-11-25 22:51:36.532291,2025-11-25 22:51:36.532291
62,24870,69-23219,DESPACHADA,14.990573836339598,2025-11-25 22:51:36.532299,2025-11-25 22:51:36.532299
63,6908,44-58342,MAO,7.263132296857433,2025-11-25 22:51:36.532307,2025-11-25 22:51:36.532307
64,10391,32-31232,DESPACHADA,13.346923081874229,2025-11-25 22:51:36.532314,2025-11-25 22:51:36.532314
65,17493,02-47749,DESPACHADA,5.664464706165985,2025-11-25 22:51:36.532322,2025-11-25 22:51:36.532322
66,14636,95-74435,MAO,17.206074751126376,2025-11-25 22:51:36.532330,2025-11-25 22:51:36.532330
67,7772,83-14384,MAO,7.596352599609596,2025-11-25 22:51:36.532338,2025-11-25 22:51:36.532338
68,26631,12-98858,MAO,20.573752757771498,2025-11-25 22:51:36.532346,2025-11-25 22:51:36.532346
69,24769,08-58383,DESPACHADA,21.513839225978522,2025-11-25 22:51:36.532354,2025-11-25 22:51:36.532354
70,8441,89-81993,MAO,8.038282025291334,2025-11-25 22:51:36.532361,2025-11-25 22:51:36.532361
71,20986,44-16229,DESPACHADA,21.695640644663445,2025-11-25 22:51:36.532369,2025-11-25 22:51:36.532369
72,5619,64-62977,DESPACHADA,10.482195337874142,2025-11-25 22:51:36.532383,2025-11-25 22:51:36.532383
73,18969,64-62960,MAO,21.086152406384677,2025-11-25 22:51:36.532399,2025-11-25 22:51:36.532399
74,16842,71-99781,MAO,17.641183481204116,2025-11-25 22:51:36.532414,2025-11-25 22:51:36.532414
75,8972,99-24145,MAO,11.987975636533271,2025-11-25 22:51:36.532422,2025-11-25 22:51:36.532422
76,13609,74-49322,MAO,22.40225950363786,2025-11-25 22:51:36.532430,2025-11-25 22:51:36.532430
77,19426,94-65579,MAO,15.589081901431843,2025-11-25 22:51:36.532438,2025-11-25 22:51:36.532438
78,12820,61-52673,MAO,15.304468843266868,2025-11-25 22:51:36.532447,2025-11-25 22:51:36.532447
79,25893,98-92790,DESPACHADA,8.785450064477889,2025-11-25 22:51:36.532455,2025-11-25 22:51:36.532455
80,24877,11-34680,MAO,14.894629402368732,2025-11-25 22:51:36.532462,2025-11-25 22:51:36.532462
81,21357,90-94063,MAO,20.435654213073576,2025-11-25 22:51:36.532470,2025-11-25 22:51:36.532470
82,8516,45-53043,MAO,20.138325960883904,2025-11-25 22:51:36.532477,2025-11-25 22:51:36.532477
83,6386,64-92154,MAO,7.115345231246131,2025-11-25 22:51:36.532485,2025-11-25 22:51:36.532485
84,12582,98-42222,MAO,7.8440847549628,2025-11-25 22:51:36.532493,2025-11-25 22:51:36.532493
85,21426,30-74980,DESPACHADA,6.268734435585506,2025-11-25 22:51:36.532501,2025-11-25 22:51:36.532501
86,13042,11-70950,MAO,12.324277089830293,2025-11-25 22:51:36.532508,2025-11-25 22:51:36.532508
87,4097,25-15075,MAO,8.350168883052621,2025-11-25 22:51:36.532516,2025-11-25 22:51:36.532516
88,5405,96-39033,DESPACHADA,10.192445371689601,2025-11-25 22:51:36.532524,2025-11-25 22:51:36.532524
89,6117,75-13125,MAO,21.132547516683566,2025-11-25 22:51:36.532532,2025-11-25 22:51:36.532532
90,13738,21-34684,MAO,19.06672780147349,2025-11-25 22:51:36.532539,2025-11-25 22:51:36.532539
91,17544,35-01716,DESPACHADA,12.037766379040796,2025-11-25 22:51:36.532547,2025-11-25 22:51:36.532547
92,20506,13-95510,DESPACHADA,15.943554838289744,2025-11-25 22:51:36.532555,2025-11-25 22:51:36.532555
93,24435,93-03473,MAO,22.76919984739061,2025-11-25 22:51:36.532570,2025-11-25 22:51:36.532570
94,23110,09-29712,MAO,6.978670027207957,2025-11-25 22:51:36.532580,2025-11-25 22:51:36.532580
95,14669,53-40331,MAO,22.465341395482355,2025-11-25 22:51:36.532588,2025-11-25 22:51:36.532588
96,14847,58-86539,DESPACHADA,18.43634110974478,2025-11-25 22:51:36.532595,2025-11-25 22:51:36.532595
97,24635,51-58932,MAO,5.845296632988263,2025-11-25 22:51:36.532603,2025-11-25 22:51:36.532603
98,18681,42-24363,DESPACHADA,5.143887028419506,2025-11-25 22:51:36.532611,2025-11-25 22:51:36.532611
99,21326,17-25928,MAO,20.5308953015863,2025-11-25 22:51:36.532619,2025-11-25 22:51:36.532619
100,16257,30-62467,DESPACHADA,9.293108412030366,2025-11-25 22:51:36.532626,2025-11-25 22:51:36.532626
101,23868,50-12504,DESPACHADA,10.196959609690452,2025-11-25 22:51:36.532634,2025-11-25 22:51:36.532634
102,8812,58-59857,MAO,20.826959368253018,2025-11-25 22:51:36.532642,2025-11-25 22:51:36.532642
103,3647,74-37207,MAO,16.656316376431295,2025-11-25 22:51:36.532649,2025-11-25 22:51:36.532649
104,19899,59-58388,MAO,14.28429647336995,2025-11-25 22:51:36.532657,2025-11-25 22:51:36.532657
105,8371,10-03143,DESPACHADA,15.606893371953019,2025-11-25 22:51:36.532664,2025-11-25 22:51:36.532664
106,5758,32-27720,MAO,10.582652670942249,2025-11-25 22:51:36.532672,2025-11-25 22:51:36.532672
107,17763,88-85393,MAO,10.154200187247469,2025-11-25 22:51:36.532680,2025-11-25 22:51:36.532680
108,4663,38-81062,MAO,5.1085676165779486,2025-11-25 22:51:36.532688,2025-11-25 22:51:36.532688
109,2302,01-20666,DESPACHADA,9.35025809315639,2025-11-25 22:51:36.532696,2025-11-25 22:51:36.532696
110,12634,27-71374,DESPACHADA,12.715808561114635,2025-11-25 22:51:36.532704,2025-11-25 22:51:36.532704
111,13815,15-48574,DESPACHADA,8.589146229357038,2025-11-25 22:51:36.532712,2025-11-25 22:51:36.532712
112,25221,08-95388,DESPACHADA,11.29715451853247,2025-11-25 22:51:36.532720,2025-11-25 22:51:36.532720
113,22952,13-71776,DESPACHADA,7.4625775292158725,2025-11-25 22:51:36.532728,2025-11-25 22:51:36.532728
114,8315,75-17317,DESPACHADA,12.063432936838419,2025-11-25 22:51:36.532735,2025-11-25 22:51:36.532735
115,8586,94-53128,DESPACHADA,21.42737803899057,2025-11-25 22:51:36.532743,2025-11-25 22:51:36.532743
116,16970,74-16675,DESPACHADA,5.932672647812448,2025-11-25 22:51:36.532751,2025-11-25 22:51:36.532751
117,17816,16-48621,MAO,5.370374886154705,2025-11-25 22:51:36.532758,2025-11-25 22:51:36.532758
118,4915,61-78425,DESPACHADA,12.749980116559133,2025-11-25 22:51:36.532766,2025-11-25 22:51:36.532766
119,16096,34-58463,DESPACHADA,22.15635370360846,2025-11-25 22:51:36.532773,2025-11-25 22:51:36.532773
120,22893,99-20344,MAO,18.817357333514693,2025-11-25 22:51:36.532781,2025-11-25 22:51:36.532781
121,2714,65-90728,MAO,21.960935384357267,2025-11-25 22:51:36.532789,2025-11-25 22:51:36.532789
122,6493,46-60855,MAO,13.250013739776767,2025-11-25 22:51:36.532797,2025-11-25 22:51:36.532797
123,9289,57-73002,DESPACHADA,5.417640537856846,2025-11-25 22:51:36.532805,2025-11-25 22:51:36.532805
124,15531,40-23804,DESPACHADA,16.266708079624145,2025-11-25 22:51:36.532813,2025-11-25 22:51:36.532813
125,9279,92-32916,DESPACHADA,10.126696367565227,2025-11-25 22:51:36.532821,2025-11-25 22:51:36.532821
126,13922,89-55964,DESPACHADA,15.357395374857294,2025-11-25 22:51:36.532829,2025-11-25 22:51:36.532829
127,23225,48-68466,MAO,15.955750744856873,2025-11-25 22:51:36.532836,2025-11-25 22:51:36.532836
128,4497,33-42388,DESPACHADA,15.213530057522261,2025-11-25 22:51:36.532844,2025-11-25 22:51:36.532844
129,23645,58-18505,MAO,5.08543549099808,2025-11-25 22:51:36.532852,2025-11-25 22:51:36.532852
130,3646,82-34556,DESPACHADA,15.154053455820891,2025-11-25 22:51:36.532861,2025-11-25 22:51:36.532861
131,24992,36-88081,DESPACHADA,8.437872150346319,2025-11-25 22:51:36.532869,2025-11-25 22:51:36.532869
132,15592,51-15337,DESPACHADA,11.721122136063112,2025-11-25 22:51:36.532876,2025-11-25 22:51:36.532876
133,13887,19-58607,MAO,12.332316728586584,2025-11-25 22:51:36.532891,2025-11-25 22:51:36.532891
134,21045,26-24125,DESPACHADA,16.76705277630382,2025-11-25 22:51:36.532906,2025-11-25 22:51:36.532906
135,7981,30-19017,DESPACHADA,15.122620660389103,2025-11-25 22:51:36.532921,2025-11-25 22:51:36.532921
136,9332,34-41452,DESPACHADA,19.908913828781102,2025-11-25 22:51:36.532936,2025-11-25 22:51:36.532936
137,5314,18-77783,DESPACHADA,18.813929626181597,2025-11-25 22:51:36.532945,2025-11-25 22:51:36.532945
138,5924,73-66543,MAO,7.937268244666505,2025-11-25 22:51:36.532953,2025-11-25 22:51:36.532953
139,10266,34-61384,MAO,6.634727307277061,2025-11-25 22:51:36.532961,2025-11-25 22:51:36.532961
140,15996,29-93586,DESPACHADA,13.881229887062913,2025-11-25 22:51:36.532969,2025-11-25 22:51:36.532969
141,20387,52-56665,DESPACHADA,11.789638420810864,2025-11-25 22:51:36.532976,2025-11-25 22:51:36.532976
142,7831,61-19424,MAO,14.763992996885651,2025-11-25 22:51:36.532984,2025-11-25 22:51:36.532984
143,10750,76-98127,MAO,13.347672466108063,2025-11-25 22:51:36.532992,2025-11-25 22:51:36.532992
144,15545,87-71699,DESPACHADA,7.4292253511457975,2025-11-25 22:51:36.533000,2025-11-25 22:51:36.533000
145,14949,73-20260,DESPACHADA,14.422800875382151,2025-11-25 22:51:36.533007,2025-11-25 22:51:36.533007
146,23038,83-91932,DESPACHADA,21.65013701630612,2025-11-25 22:51:36.533015,2025-11-25 22:51:36.533015
147,20987,05-26016,MAO,12.98945887532491,2025-11-25 22:51:36.533023,2025-11-25 22:51:36.533023
148,26160,50-24469,DESPACHADA,6.336665913401254,2025-11-25 22:51:36.533035,2025-11-25 22:51:36.533035
149,10554,17-08824,MAO,9.815617570447358,2025-11-25 22:51:36.533042,2025-11-25 22:51:36.533042
150,14862,19-55050,MAO,16.728704824968418,2025-11-25 22:51:36.533052,2025-11-25 22:51:36.533052
151,20977,30-95800,MAO,12.784676787002995,2025-11-25 22:51:36.533060,2025-11-25 22:51:36.533060
152,9317,53-84707,MAO,17.05877443716882,2025-11-25 22:51:36.533067,2025-11-25 22:51:36.533067
153,20973,33-93619,DESPACHADA,21.339213234295244,2025-11-25 22:51:36.533075,2025-11-25 22:51:36.533075
154,26038,72-41948,MAO,14.581367906349307,2025-11-25 22:51:36.533083,2025-11-25 22:51:36.533083
155,14786,48-93136,DESPACHADA,16.045798594364243,2025-11-25 22:51:36.533091,2025-11-25 22:51:36.533091
156,14612,96-32874,MAO,18.081544732695765,2025-11-25 22:51:36.533099,2025-11-25 22:51:36.533099
157,14090,24-94639,MAO,20.44763052346078,2025-11-25 22:51:36.533106,2025-11-25 22:51:36.533106
158,6716,06-56905,MAO,6.47800800338164,2025-11-25 22:51:36.533114,2025-11-25 22:51:36.533114
159,1068,56-78556,MAO,9.849958389846377,2025-11-25 22:51:36.533122,2025-11-25 22:51:36.533122
160,15637,27-94748,DESPACHADA,17.996850552900526,2025-11-25 22:51:36.533129,2025-11-25 22:51:36.533129
161,19549,81-71164,DESPACHADA,7.131282257958296,2025-11-25 22:51:36.533137,2025-11-25 22:51:36.533137
162,17065,50-55715,MAO,18.52659364841652,2025-11-25 22:51:36.533145,2025-11-25 22:51:36.533145
163,1001,61-83192,MAO,6.8511525808316796,2025-11-25 22:51:36.533152,2025-11-25 22:51:36.533152
164,9231,38-84649,MAO,19.1573299660479,2025-11-25 22:51:36.533160,2025-11-25 22:51:36.533160
165,18737,03-06228,MAO,11.530884723403119,2025-11-25 22:51:36.533167,2025-11-25 22:51:36.533167
166,1618,00-49806,MAO,21.95642283182737,2025-11-25 22:51:36.533175,2025-11-25 22:51:36.533175
167,26216,96-60117,MAO,16.348462435946416,2025-11-25 22:51:36.533183,2025-11-25 22:51:36.533183
168,989,00-14144,DESPACHADA,5.748759920840365,2025-11-25 22:51:36.533190,2025-11-25 22:51:36.533190
169,1086,84-33629,MAO,19.594978203208807,2025-11-25 22:51:36.533198,2025-11-25 22:51:36.533198
170,21104,66-39666,DESPACHADA,11.944070221783669,2025-11-25 22:51:36.533206,2025-11-25 22:51:36.533206
171,11471,62-47725,MAO,12.468937125848026,2025-11-25 22:51:36.533214,2025-11-25 22:51:36.533214
172,8526,66-31447,DESPACHADA,20.978942847859752,2025-11-25 22:51:36.533222,2025-11-25 22:51:36.533222
173,21672,65-64549,DESPACHADA,8.62420937118704,2025-11-25 22:51:36.533230,2025-11-25 22:51:36.533230
174,14837,14-57119,MAO,20.10253561096475,2025-11-25 22:51:36.533238,2025-11-25 22:51:36.533238
175,18638,14-87318,MAO,19.299609179189037,2025-11-25 22:51:36.533246,2025-11-25 22:51:36.533246
176,22276,08-26806,MAO,7.051967996225324,2025-11-25 22:51:36.533253,2025-11-25 22:51:36.533253
177,2363,25-31066,MAO,6.168782345436898,2025-11-25 22:51:36.533261,2025-11-25 22:51:36.533261
178,21390,09-66371,DESPACHADA,5.326460296338008,2025-11-25 22:51:36.533272,2025-11-25 22:51:36.533272
179,11123,05-01278,MAO,17.022291231259175,2025-11-25 22:51:36.533280,2025-11-25 22:51:36.533280
180,8318,75-75972,DESPACHADA,20.13261627232786,2025-11-25 22:51:36.533287,2025-11-25 22:51:36.533287
181,394,57-57423,MAO,22.4822185607161,2025-11-25 22:51:36.533295,2025-11-25 22:51:36.533295
182,13194,30-89721,MAO,21.32442579560829,2025-11-25 22:51:36.533302,2025-11-25 22:51:36.533302
183,21973,21-39411,MAO,15.805966405065067,2025-11-25 22:51:36.533310,2025-11-25 22:51:36.533310
184,8986,21-20570,MAO,14.968004326622662,2025-11-25 22:51:36.533317,2025-11-25 22:51:36.533317
185,5860,81-08395,MAO,10.53991461177591,2025-11-25 22:51:36.533325,2025-11-25 22:51:36.533325
186,18791,83-11978,DESPACHADA,14.292188936363182,2025-11-25 22:51:36.533333,2025-11-25 22:51:36.533333
187,26339,03-02394,DESPACHADA,22.736696863097265,2025-11-25 22:51:36.533340,2025-11-25 22:51:36.533340
188,21,97-75162,DESPACHADA,22.81560110243158,2025-11-25 22:51:36.533348,2025-11-25 22:51:36.533348
189,3734,64-88666,DESPACHADA,8.742394042227575,2025-11-25 22:51:36.533355,2025-11-25 22:51:36.533355
190,19751,61-99222,MAO,19.037421883602743,2025-11-25 22:51:36.533364,2025-11-25 22:51:36.533364
191,25891,74-42314,MAO,13.879347912981522,2025-11-25 22:51:36.533371,2025-11-25 22:51:36.533371
192,17979,89-00327,DESPACHADA,7.888028400180207,2025-11-25 22:51:36.533379,2025-11-25 22:51:36.533379
193,1221,52-99310,MAO,7.889713117583372,2025-11-25 22:51:36.533387,2025-11-25 22:51:36.533387
194,8844,85-04672,DESPACHADA,8.363382141698493,2025-11-25 22:51:36.533394,2025-11-25 22:51:36.533394
195,14874,79-16555,DESPACHADA,22.18497861339875,2025-11-25 22:51:36.533402,2025-11-25 22:51:36.533402
196,4013,47-25209,MAO,13.288147457099374,2025-11-25 22:51:36.533409,2025-11-25 22:51:36.533409
197,24618,31-79897,DESPACHADA,19.23073112791944,2025-11-25 22:51:36.533417,2025-11-25 22:51:36.533417
198,10992,07-52304,MAO,8.511973031705942,2025-11-25 22:51:36.533425,2025-11-25 22:51:36.533425
199,15950,72-12040,MAO,19.59657140572651,2025-11-25 22:51:36.533432,2025-11-25 22:51:36.533432
200,25229,70-15539,DESPACHADA,6.638608681338809,2025-11-25 22:51:36.533440,2025-11-25 22:51:36.533440
201,18012,09-80586,MAO,18.245295252331893,2025-11-25 22:51:36.533448,2025-11-25 22:51:36.533448
202,9601,11-16731,MAO,14.606106977481819,2025-11-25 22:51:36.533456,2025-11-25 22:51:36.533456
203,22579,39-30684,MAO,12.45574889451413,2025-11-25 22:51:36.533464,2025-11-25 22:51:36.533464
204,8067,69-56815,MAO,5.757008653491309,2025-11-25 22:51:36.533472,2025-11-25 22:51:36.533472
205,23411,61-05477,MAO,5.836100846671835,2025-11-25 22:51:36.533479,2025-11-25 22:51:36.533479
206,10546,37-86970,MAO,9.245711270451633,2025-11-25 22:51:36.533487,2025-11-25 22:51:36.533487
207,2280,34-75199,DESPACHADA,16.805498240467077,2025-11-25 22:51:36.533495,2025-11-25 22:51:36.533495
208,11512,98-90011,DESPACHADA,20.634263646148597,2025-11-25 22:51:36.533503,2025-11-25 22:51:36.533503
209,19453,39-99365,DESPACHADA,11.009069376739257,2025-11-25 22:51:36.533514,2025-11-25 22:51:36.533514
210,15526,97-26391,DESPACHADA,10.46637550647799,2025-11-25 22:51:36.533524,2025-11-25 22:51:36.533524
211,8587,42-83593,DESPACHADA,14.030369279564518,2025-11-25 22:51:36.533532,2025-11-25 22:51:36.533532
212,5090,56-47518,DESPACHADA,16.120391683460017,2025-11-25 22:51:36.533540,2025-11-25 22:51:36.533540
213,12890,60-39851,MAO,10.629133815488753,2025-11-25 22:51:36.533548,2025-11-25 22:51:36.533548
214,4734,67-94843,MAO,8.612848222182972,2025-11-25 22:51:36.533556,2025-11-25 22:51:36.533556
215,11034,66-25271,MAO,6.5281351523737845,2025-11-25 22:51:36.533567,2025-11-25 22:51:36.533567
216,14258,38-61449,MAO,14.980648496919754,2025-11-25 22:51:36.533575,2025-11-25 22:51:36.533575
217,12227,48-15701,DESPACHADA,21.327424604214123,2025-11-25 22:51:36.533583,2025-11-25 22:51:36.533583
218,12039,85-07673,MAO,6.695684729940194,2025-11-25 22:51:36.533591,2025-11-25 22:51:36.533591
219,1092,24-56184,DESPACHADA,5.690538354285998,2025-11-25 22:51:36.533598,2025-11-25 22:51:36.533598
220,23247,31-81902,DESPACHADA,14.224026815594764,2025-11-25 22:51:36.533606,2025-11-25 22:51:36.533606
221,26902,92-42102,DESPACHADA,19.623319211893516,2025-11-25 22:51:36.533614,2025-11-25 22:51:36.533614
222,14873,28-88589,MAO,9.900306743520167,2025-11-25 22:51:36.533621,2025-11-25 22:51:36.533621
223,1993,80-33355,MAO,13.34586170985294,2025-11-25 22:51:36.533629,2025-11-25 22:51:36.533629
224,7697,16-20670,MAO,15.517201463253175,2025-11-25 22:51:36.533636,2025-11-25 22:51:36.533636
225,2578,91-75299,DESPACHADA,14.663352919106059,2025-11-25 22:51:36.533644,2025-11-25 22:51:36.533644
226,9594,39-81957,DESPACHADA,8.223569983272276,2025-11-25 22:51:36.533652,2025-11-25 22:51:36.533652
227,2264,92-23910,MAO,8.665756684960124,2025-11-25 22:51:36.533660,2025-11-25 22:51:36.533660
228,23163,37-08618,MAO,10.42483377319893,2025-11-25 22:51:36.533668,2025-11-25 22:51:36.533668
229,3060,15-87469,DESPACHADA,9.272983646063352,2025-11-25 22:51:36.533675,2025-11-25 22:51:36.533675
230,11863,53-86921,DESPACHADA,22.816927026976558,2025-11-25 22:51:36.533683,2025-11-25 22:51:36.533683
231,25371,60-18939,DESPACHADA,12.208013174071043,2025-11-25 22:51:36.533690,2025-11-25 22:51:36.533690
232,755,01-40756,MAO,14.265905053033013,2025-11-25 22:51:36.533698,2025-11-25 22:51:36.533698
233,11941,37-89437,MAO,7.319859251728847,2025-11-25 22:51:36.533705,2025-11-25 22:51:36.533705
234,1286,86-48652,DESPACHADA,13.959531712106424,2025-11-25 22:51:36.533713,2025-11-25 22:51:36.533713
235,19405,53-42719,MAO,12.803608890501078,2025-11-25 22:51:36.533721,2025-11-25 22:51:36.533721
236,19733,28-59292,MAO,19.13840754417349,2025-11-25 22:51:36.533728,2025-11-25 22:51:36.533728
237,2195,32-28946,DESPACHADA,8.410491496128298,2025-11-25 22:51:36.533736,2025-11-25 22:51:36.533736
238,11082,08-01530,DESPACHADA,12.867485389466257,2025-11-25 22:51:36.533743,2025-11-25 22:51:36.533743
239,14781,40-14033,MAO,17.532336112127226,2025-11-25 22:51:36.533751,2025-11-25 22:51:36.533751
240,20950,43-44430,DESPACHADA,11.264746948826295,2025-11-25 22:51:36.533758,2025-11-25 22:51:36.533758
241,21683,38-53139,MAO,22.65679539844,2025-11-25 22:51:36.533766,2025-11-25 22:51:36.533766
242,14363,32-82937,MAO,9.559214143230228,2025-11-25 22:51:36.533773,2025-11-25 22:51:36.533773
243,19037,79-00524,MAO,12.807911074048679,2025-11-25 22:51:36.533781,2025-11-25 22:51:36.533781
244,4333,48-32070,DESPACHADA,19.27633264439334,2025-11-25 22:51:36.533789,2025-11-25 22:51:36.533789
245,4822,17-52006,MAO,19.194487258588175,2025-11-25 22:51:36.533796,2025-11-25 22:51:36.533796
246,21975,87-81976,MAO,14.725676463932908,2025-11-25 22:51:36.533804,2025-11-25 22:51:36.533804
247,16992,32-07714,DESPACHADA,21.382911396865296,2025-11-25 22:51:36.533811,2025-11-25 22:51:36.533811
248,942,22-86906,DESPACHADA,15.57253138719702,2025-11-25 22:51:36.533819,2025-11-25 22:51:36.533819
249,8135,29-79659,MAO,19.55848878487891,2025-11-25 22:51:36.533827,2025-11-25 22:51:36.533827
